cat_id,name,breed,age_years,weight_kg,color,gender,vaccinated,neutered,microchipped,owner_city,diet_type,health_status,last_vet_visit,metric_15,category_16,value_17,metric_18,category_19,value_20,metric_21,category_22,value_23,metric_24,category_25,value_26,metric_27,category_28,value_29,metric_30,category_31,value_32,metric_33,category_34,value_35,metric_36,category_37,value_38,metric_39,category_40,value_41,metric_42,category_43,value_44,metric_45,category_46,value_47,metric_48,category_49
3509,Milo, Ragdoll,10,5.75,,Male,yes,NO,Yes,Sydney,Wet,healthy,,11.71,D,10.0,75.36,B,52.0,68.61,A,95.0,33.32, ,98.0,53.44,b,1.0,51.07,D,65.0,43.51,D,20.0,24.6,C,77.0,90.78,D,32.0,49.78,Unknown,71.0,21.68,b,0.0,66.52,A
3510,Bella, British Shorthair,13,5.35, WHITE,Female,N,YES,Unknown,New York,Dry,Sick,05/01/2024,23.1,D,88.0,71.24,B,74.0,48.94,B,93.0,56.1,D,1.0,32.46,Unknown,74.0,54.17,a,56.0,91.78,B,24.0,66.45,B,,68.95, ,8.0,55.49,C,31.0,46.94,B,79.0,52.44,B
3511,Leo,bengal,-1,1.48,Brown,Unknown,,NO,Unknown,London,Wet,healthy,,12.21, ,82.0,50.65,Unknown,58.0,43.72,b,21.0,65.12,b,96.0,74.51,a,65.0,55.75,B,82.0,65.18,A,3.0,51.6,b,63.0,38.42,C,77.0,60.36,B,45.0,76.35,A,73.0,38.78,A
3512,Simba,Scottish Fold,2,2.96,White,,Y,Yes,Unknown,,,SICK,Jan 5 2024,20.36,Unknown,38.0,70.38,b,67.0,53.17,D,45.0,68.31, ,86.0,50.62,C,41.0,56.67,B,,37.89,C,,22.48,Unknown,,77.57,Unknown,24.0,39.0,Unknown,16.0,14.29,A,68.0,47.97,A
3513,Loki,Bengal,17,6.06,Black,female,yes,No,Unknown,London,Wet,Healthy,Jan 5 2024,49.05,C,49.0,48.17,B,18.0,58.31,D,4.0,45.02,a,45.0,38.0,B,26.0,76.86,A,87.0,60.34,b,15.0,19.77, ,83.0,50.93, ,13.0,52.67, ,14.0,34.91,D,50.0,51.42,C
3514,Tiger,,3,4.69, WHITE,female,yes,,Unknown,TOKYO,Dry,healthy,,7.55,a,49.0,26.5,B,51.0,55.45,A,,73.02,b,89.0,8.59,A,62.0,86.96,a,64.0,50.65, ,31.0,36.44,Unknown,99.0,20.92,A,75.0,40.7,D,,45.63,D,73.0,49.78,A
3515,Chloe,persian,18,6.21,Gray,F,No,,Unknown,TOKYO,Mixed,healthy,,35.52,b,71.0,30.74, ,88.0,48.13,A,31.0,65.93,Unknown,76.0,52.78,B,52.0,37.75,B,35.0,76.12, ,,78.33,C,,71.6,b,23.0,67.48,C,94.0,79.11,b,3.0,37.91,A
3516,Oliver,siamese,-2,2.92,Mixed,Female,N,,Unknown,Berlin,,Checkup Needed,Jan 5 2024,44.36,A,31.0,37.71,Unknown,59.0,74.71, ,,49.43,D,,81.74,b,64.0,80.94,a,85.0,40.67,a,,66.55,D,56.0,41.01, ,98.0,46.55,B,79.0,55.46,D,,54.52,b
3517,Lucy,abyssinian,15,3.91,black ,male,Y,,Yes,Paris,wet,,05/01/2024,27.34, ,,73.29,a,7.0,N/A,A,74.0,48.09,a,77.0,44.45,B,80.0,2.17,b,99.0,67.72,D,,47.92,B,21.0,63.99,A,37.0,36.38,b,29.0,85.52,a,38.0,69.2,a
3518,Luna,Unknown,15,5.48,,F,Yes,Yes,Unknown,London,Wet,Sick,Jan 5 2024,57.42,Unknown,8.0,27.51,C,77.0,38.95,Unknown,,95.81,C,34.0,42.06, ,67.0,62.87, ,65.0,16.87,Unknown,,42.31,a,95.0,69.92, ,76.0,51.88,A,49.0,49.95,a,65.0,error,C
3519,Lucy,,15,5.27,Gray,male,Y,No,,Sydney,Dry,Healthy,Jan 5 2024,73.3,C,74.0,52.48,Unknown,28.0,49.08, ,,48.03,B,23.0,37.07, ,95.0,30.08,B,55.0,45.4,B,75.0,70.05,B,61.0,52.82,D,35.0,46.42,b,,12.97,a,2.0,43.48,B
3520,Shadow,british shorthair,5,3.62,Gray,F,no,No,Unknown,TOKYO,Dry,Sick,2024-01-05,68.09,Unknown,81.0,75.2,D,66.0,56.73, ,,49.15, ,87.0,13.84,Unknown,25.0,42.19, ,76.0,49.54,C,40.0,56.92,C,38.0,34.05,D,51.0,6.21,D,97.0,48.65,B,51.0,43.31,C
3521,Oliver,Abyssinian,6,3.68,Gray,female,N,NO,Unknown,Paris,Wet,healthy,2024-01-05,26.32,a,83.0,30.93, ,49.0,64.53, ,,51.74,A,79.0,47.13,B,72.0,69.11,B,16.0,52.69,B,67.0,71.5,A,51.0,64.67,A,63.0,61.8,C,0.0,unknown,A,,40.46,D
3522,Tiger, Maine Coon,16,4.97,Black,Unknown,No,No,No,Sydney,dry,,2024/01/05,35.89,Unknown,,51.6,B,46.0,35.93,B,38.0,15.17,Unknown,2.0,54.12,A,43.0,27.47,Unknown,91.0,53.84,D,32.0,67.7,a,,33.9,a,59.0,51.87,a,,53.59,D,52.0,39.98,D
3523,Tiger,Maine Coon,3,5.97,,female,N,,No, london,Wet,Checkup Needed,,21.49,B,25.0,60.36, ,94.0,51.23, ,9.0,60.42,a,65.0,82.98,D,,60.83,A,77.0,67.79,D,14.0,53.34,B,21.0,38.85,A,90.0,58.65,B,39.0,41.22,b,19.0,43.51, 
3524,Oliver,,0,4.51,,female,No,No,No,New York,dry,healthy,,28.48,D,84.0,39.75,B,57.0,43.07,C,86.0,42.37,D,48.0,45.14,B,5.0,50.03,A,94.0,43.43,C,42.0,67.28,A,7.0,63.38,D,77.0,43.83, ,81.0,unknown,C,88.0,44.34,b
3525,Smokey,Ragdoll ,1,2.35,Black,,No,Yes,Yes,Sydney,,SICK,2024/01/05,41.62,B,47.0,2.7,B,48.0,41.6,a,10.0,82.18,D,81.0,67.36,Unknown,19.0,41.08,A,22.0,37.19,a,80.0,50.61,D,44.0,37.21,C,22.0,28.65,a,40.0,unknown,C,46.0,28.4,a
3526,Shadow,Unknown,24,3.91,Gray,Male,N,YES,Yes,Sydney,Dry,healthy,2024/01/05,0.86,A,54.0,39.22,C,14.0,18.11,B,41.0,30.12,b,83.0,6.58,Unknown,92.0,48.7,B,,,b,,86.39,C,6.0,90.52,Unknown,78.0,22.86,a,36.0,30.57,b,,55.4,a
3527,Kitty,Scottish Fold,-2,2.95,Brown,Unknown,N,Yes,No, london,dry,Checkup Needed,,53.3,C,75.0,49.59,B,9.0,47.02, ,42.0,72.55,D,85.0,49.16,Unknown,90.0,61.25, ,67.0,83.85,A,27.0,50.82,Unknown,33.0,87.89,D,8.0,52.38,B,76.0,53.88, ,24.0,55.57,b
3528,Nala,Siamese,21,5.61,,Male,No,YES,Yes, london,wet,Sick,05/01/2024,41.37,Unknown,27.0,79.1,b,58.0,55.35,Unknown,93.0,40.86,a,14.0,60.09,A,87.0,51.13,D,61.0,21.13,D,96.0,90.31,a,31.0,59.06,D,73.0,70.53,A,67.0,29.74,b,13.0,38.25,C
3529,Shadow,Bengal ,1,4.25,Mixed,F,Y,,,Toronto,Dry,Checkup Needed,,44.33,A,5.0,42.68,b,,68.11, ,44.0,49.21,b,32.0,37.06,A,37.0,71.98,C,16.0,85.34,Unknown,78.0,49.77,b,49.0,57.8,a,59.0,34.87, ,20.0,65.65,a,93.0,27.96,a
3530,Milo,Siamese,23,5.76,Gray,Male,No,YES,No,London,Dry,Checkup Needed,2024-01-05,47.78,Unknown,38.0,47.46,B,8.0,58.01,C,50.0,20.44,A,44.0,7.02,D,64.0,70.34,a,9.0,70.98, ,17.0,51.54,b,,36.27,a,15.0,61.87,a,70.0,15.82,B,22.0,61.52,B
3531,Milo,Unknown,18,7.41,black ,F,Y,Yes,Unknown, london,Wet,healthy,2024/01/05,46.93,A,73.0,37.96,a,38.0,87.04,A,15.0,43.97,C,61.0,80.12,Unknown,95.0,48.58,B,1.0,54.63, ,65.0,64.37,b,89.0,32.6,Unknown,51.0,75.29,B,6.0,43.66,B,71.0,56.99,C
3532,Milo,Siamese ,-1,4.32,Gray,Female,N,Yes,Unknown,Sydney,Mixed,Sick,2024-01-05,82.56,a,39.0,unknown,a,59.0,43.29,D,33.0,69.53,B,91.0,74.79,a,16.0,40.75,Unknown,68.0,63.88, ,37.0,41.42,b,,47.96,C,81.0,44.22,C,31.0,48.93,a,31.0,52.34,Unknown
3533,Luna,Siamese,12,5.28, WHITE,M,No,,Unknown,Tokyo,,healthy,,39.9,D,94.0,71.26,A,,33.45,b,92.0,56.6, ,38.0,40.44,Unknown,23.0,74.88,a,52.0,46.98,D,26.0,55.61, ,84.0,25.0, ,48.0,46.3,D,81.0,34.72,Unknown,71.0,40.72,b
3534,Milo,MAINE COON,10,4.25,White,Male,no,No,No,Berlin,wet,healthy,Jan 5 2024,24.83,a,34.0,73.88,C,29.0,67.98,B,,31.15,D,27.0,50.54,a,,57.17,C,35.0,N/A,B,,58.37,Unknown,72.0,31.33,Unknown,25.0,71.82,B,5.0,47.19, ,94.0,76.14,A
3535,Oreo,Scottish Fold ,4,6.48,Gray,Male,Yes,No,Unknown,TOKYO,Wet,,2024/01/05,43.8,C,81.0,44.38,B,24.0,62.19,D,82.0,49.76, ,33.0,35.79,D,80.0,40.82,Unknown,98.0,71.33,b,41.0,36.29, ,54.0,37.74,C,95.0,60.95,C,62.0,30.91, ,48.0,42.39,D
3536,Simba,abyssinian,2,3.71,Black,M,Yes,NO,Unknown,,Wet,,,28.38,D,54.0,37.61, ,25.0,67.1,D,,52.2,b,23.0,55.87,b,44.0,17.93,C,87.0,36.1,b,,41.6,C,59.0,N/A,C,4.0,49.56,C,58.0,64.67,D,0.0,25.42,a
3537,Oreo,Unknown,4,5.2,Mixed,,Y,No,Yes,London,Wet,healthy,05/01/2024,49.9,B,11.0,58.76,a,,46.62,D,31.0,59.38,C,,49.07,a,63.0,65.82,b,,46.06,a,12.0,73.85, ,13.0,61.93,a,49.0,42.2,A,,53.62,a,5.0,unknown,D
3538,Oreo,,15,6.28,Gray,,N,,Yes,London,dry,SICK,,28.89,Unknown,2.0,48.18,D,30.0,8.36,C,27.0,43.54,D,47.0,37.52,Unknown,63.0,52.68,Unknown,55.0,47.74,b,43.0,53.85,Unknown,28.0,28.61,B,23.0,67.0, ,59.0,47.91,b,3.0,54.28,a
3539,Luna,BENGAL,22,5.05,Orange,female,yes,,No,Sydney,dry,Sick,2024/01/05,34.83,A,32.0,52.9,b,37.0,65.57,A,88.0,48.47,a,2.0,80.47,B,82.0,51.96,B,,66.37,a,,44.14,B,67.0,72.85, ,57.0,19.16,B,85.0,52.28,D,81.0,N/A,C
3540,Kitty,,-1,6.39,Black,Male,N,,,London,Dry,,,N/A, ,39.0,79.42,D,11.0,62.98,Unknown,30.0,31.51,B,85.0,95.35, ,2.0,33.04,D,98.0,86.73,A,65.0,31.14,Unknown,27.0,41.89,b,0.0,61.72,D,90.0,30.51,a,70.0,24.81,A
3541,Lucy,Unknown,14,2.94,Brown,F,yes,No,Unknown,Berlin,Mixed,Healthy,Jan 5 2024,59.74,A,51.0,65.67,a,20.0,77.76,b,14.0,42.63,Unknown,45.0,47.91,A,55.0,61.57,A,67.0,109.28,Unknown,53.0,68.55,B,64.0,49.03,B,52.0,29.25,D,67.0,31.23,B,39.0,72.92,a
3542,Bella,scottish fold,0,4.94,,Unknown,yes,No,No,New York,Dry,,2024/01/05,33.95,A,73.0,47.41,D,45.0,65.69,B,59.0,36.28,A,80.0,N/A,b,30.0,64.04,B,76.0,46.63, ,26.0,49.45,Unknown,80.0,78.88,b,88.0,71.01,D,71.0,52.53,B,55.0,49.55,C
3543,Shadow,Unknown,12,1.48,Brown,Unknown,N,NO,, london,dry,Checkup Needed,,49.28, ,98.0,67.04,Unknown,23.0,30.26,b,60.0,39.82, ,89.0,95.39,Unknown,65.0,29.36,C,76.0,91.03, ,54.0,1.31,b,94.0,42.52,D,39.0,50.97,D,40.0,105.55,Unknown,47.0,80.09, 
3544,Oreo,bengal,8,4.59,Brown,Female,No,NO,No,Sydney,Mixed,Sick,,84.15,a,10.0,42.26,C,67.0,45.8,a,,39.13,B,65.0,74.46,Unknown,43.0,59.3, ,96.0,54.87,D,98.0,53.95,b,0.0,88.29,B,54.0,26.57,b,49.0,50.72,D,42.0,,b
3545,Smokey,Unknown,15,3.26,White,Female,Y,Yes,,Sydney,Dry,SICK,,12.65,C,25.0,,Unknown,87.0,17.96,Unknown,,64.15,B,34.0,83.21, ,71.0,25.11,b,24.0,7.72,b,21.0,24.3,D,93.0,32.57,B,36.0,108.38,B,39.0,42.36,B,,37.16,B
3546,Nala, British Shorthair,22,3.7,Brown,Unknown,,Yes,No,Toronto,dry,healthy,Jan 5 2024,31.47,a,87.0,63.83,B,62.0,76.17,C,15.0,-0.69,D,63.0,38.58, ,74.0,68.89, ,38.0,96.87,B,45.0,56.79,D,22.0,17.51,a,14.0,75.67,D,4.0,32.31,Unknown,24.0,46.94,a
3547,Tiger,British Shorthair,3,6.29,,Female,N,No,Yes,New York,Dry,,2024-01-05,53.75,b,54.0,51.39,B,4.0,62.14,Unknown,,65.63, ,90.0,51.09,b,51.0,61.25,b,5.0,70.0,B,44.0,39.06,A,28.0,31.1,b,53.0,20.88,Unknown,2.0,41.98,C,78.0,60.4,B
3548,Bella,Maine Coon ,23,4.75,Orange,female,N,NO,No,Berlin,,Checkup Needed,2024-01-05,35.46,Unknown,95.0,18.37,B,84.0,58.48,B,98.0,25.71,B,12.0,55.18,D,68.0,70.82,B,50.0,25.59,D,53.0,20.71,a,83.0,12.93,B,76.0,43.85,b,86.0,34.25,Unknown,39.0,22.72,A
3549,Kitty,PERSIAN,19,1.12,Brown,male,,NO,,Sydney,wet,healthy,Jan 5 2024,55.08,Unknown,51.0,61.53,C,8.0,61.6,D,,50.12,a,57.0,75.29,B,14.0,53.07,C,82.0,59.31,a,99.0,58.8,b,27.0,40.15,a,41.0,43.73,D,25.0,-6.97,D,98.0,42.26,B
3550,Nala,,6,4.43,White,Unknown,No,No,No,,,Healthy,05/01/2024,24.96,b,77.0,80.73,A,98.0,27.34,D,,51.95,a,95.0,55.37,C,7.0,60.65,D,37.0,30.64,b,12.0,27.47,Unknown,52.0,34.7,b,31.0,91.68,Unknown,29.0,84.53,b,77.0,77.23,C
3551,Oreo, Persian,6,6.9,Gray,female,,No,Yes,Toronto,Wet,Sick,,17.67,C,71.0,72.48,a,13.0,49.34, ,2.0,100.91,D,,104.99,b,95.0,52.54, ,5.0,24.56,D,70.0,40.64,A,6.0,19.46,A,54.0,43.76,a,49.0,36.67,b,75.0,56.18,B
3552,Tiger,persian,-1,4.32,Black,Male,,No,,,wet,SICK,,21.39,a,41.0,23.0,A,73.0,36.23,a,99.0,60.15,B,30.0,30.22,a,16.0,8.39,B,15.0,33.32, ,,62.71,Unknown,70.0,71.04,C,27.0,71.92,A,94.0,29.02,B,39.0,57.31,D
3553,Milo,BENGAL,3,4.66,Orange,M,Yes,NO,Yes,,dry,,05/01/2024,29.24, ,37.0,47.52,D,31.0,error, ,29.0,error,a,31.0,58.29,a,47.0,37.7, ,49.0,54.92,Unknown,4.0,56.65, ,38.0,35.63,Unknown,36.0,49.88, ,,1.67,C,4.0,47.59, 
3554,Oreo,Unknown,-2,3.01,black ,Female,N,YES,Yes,Sydney,Wet,Checkup Needed,2024-01-05,71.88,D,69.0,74.04, ,48.0,58.1,Unknown,19.0,88.95, ,42.0,57.29, ,13.0,50.4,b,62.0,23.87,A,78.0,57.27,C,,27.26,D,97.0,45.18, ,2.0,43.39,a,46.0,57.94, 
3555,Loki,Bengal,19,3.65,,male,Yes,Yes,No,Paris,Dry,Sick,2024-01-05,40.02, ,76.0,69.61,a,35.0,unknown,b,64.0,57.83,B,66.0,26.17,C,,38.86, ,6.0,44.54, ,97.0,61.11,B,43.0,53.48, ,56.0,46.16,C,99.0,56.61,B,,53.74,B
3556,Bella, Scottish Fold,-2,3.74,Mixed,M,Yes,YES,Unknown,Berlin,dry,Checkup Needed,05/01/2024,55.34,b,92.0,47.9,b,61.0,58.81,a,51.0,error,D,18.0,50.86,b,50.0,61.15,C,14.0,23.82,A,86.0,80.17, ,3.0,33.18,Unknown,30.0,73.02,D,44.0,61.92,b,54.0,-2.55,A
3557,Tiger,Unknown,9,3.99,Mixed,M,,No,No,Toronto,dry,,05/01/2024,43.33,b,3.0,47.43,C,12.0,76.31,A,74.0,60.58,B,19.0,84.72,a,21.0,38.19,C,95.0,60.04, ,,24.11,D,40.0,24.98, ,14.0,33.39,B,71.0,45.56, ,88.0,57.19,D
3558,Smokey,scottish fold,17,5.92,White,male,,Yes,Unknown,New York,wet,healthy,,43.87,B,70.0,48.37,Unknown,97.0,32.51,A,71.0,52.07,A,84.0,0.68,a,82.0,22.28,Unknown,8.0,68.87,B,1.0,61.63,a,11.0,18.88, ,81.0,50.1,Unknown,62.0,64.54, ,,48.33, 
3559,Shadow,Unknown,4,4.19,Mixed,Male,,No,,,Dry,Healthy,,37.16,Unknown,,52.47,D,65.0,34.69,b,64.0,39.25,B,54.0,51.65,D,37.0,37.97,A,49.0,42.23, ,50.0,13.01,C,90.0,24.37,b,,35.19, ,54.0,40.51,b,91.0,31.27,B
3560,Smokey,Unknown,12,4.06,Gray,Female,Yes,YES,No,Berlin,wet,Healthy,,,Unknown,46.0,43.27, ,94.0,40.48,b,48.0,51.72, ,85.0,59.92,C,9.0,69.73,C,3.0,40.92,D,70.0,61.18,B,2.0,55.6,B,20.0,51.38,Unknown,54.0,74.36,b,54.0,84.67,Unknown
3561,Luna, Ragdoll,3,6.8, WHITE,Unknown,Yes,No,,Tokyo,,SICK,,57.96,Unknown,,35.52,B,52.0,40.5,A,90.0,60.14, ,77.0,61.04,D,,46.52,B,48.0,80.22,B,82.0,43.43, ,71.0,46.22,B,20.0,34.46,D,,61.41,a,,62.33,A
3562,Bella,BRITISH SHORTHAIR,14,2.67,Brown,female,,,No,Tokyo,Mixed,healthy,,34.53,A,70.0,69.89,B,0.0,46.58,Unknown,43.0,26.29,b,,44.66,C,24.0,38.49,A,0.0,69.5,C,36.0,54.01,A,90.0,42.02, ,83.0,33.4,C,,46.09,A,15.0,67.52,B
3563,Kitty,Unknown,19,5.51,Gray,Female,,,No,TOKYO,dry,SICK,2024/01/05,65.77,b,4.0,46.27,D,20.0,19.16,Unknown,82.0,95.04,C,98.0,31.07,a,22.0,57.59,B,75.0,22.13,B,54.0,48.3,D,14.0,41.16,a,8.0,53.52,D,21.0,52.35,D,81.0,86.88, 
3564,Shadow,,18,4.8,Orange,female,,NO,Unknown,New York,Mixed,,2024/01/05,54.14, ,28.0,25.52,B,87.0,,D,71.0,94.2,a,47.0,83.41,b,80.0,39.31,C,22.0,54.89,a,38.0,62.65,D,,46.72,A,14.0,45.52,C,36.0,79.92, ,83.0,58.85,b
3565,Milo,Siamese ,16,3.15,Black,Unknown,no,YES,Yes,,Dry,healthy,,44.18,Unknown,36.0,45.82,a,80.0,15.2,A,28.0,72.97,D,65.0,64.72,Unknown,75.0,,D,22.0,88.52, ,86.0,48.96,B,1.0,49.58,C,48.0,21.92, ,32.0,-13.33,Unknown,30.0,69.0, 
3566,Milo, Scottish Fold,22,2.07, WHITE,,yes,,Unknown,London,dry,healthy,2024-01-05,68.16,b,23.0,42.11, ,85.0,57.86,C,94.0,31.45,B,30.0,65.52,Unknown,,96.86,a,92.0,90.27,D,6.0,28.73,B,22.0,78.93, ,93.0,38.04,B,87.0,36.49,C,6.0,94.43,B
3567,Leo,Unknown,24,3.57, WHITE,Male,N,NO,Unknown,Berlin,wet,Checkup Needed,Jan 5 2024,56.47,B,31.0,24.94, ,1.0,80.81,A,89.0,46.79,a,11.0,27.67,C,24.0,76.71,b,51.0,error,b,14.0,39.46,Unknown,24.0,46.45,B,28.0,10.37,A,58.0,30.45,C,77.0,33.79,a
3568,Milo,Scottish Fold ,3,3.97,Gray,Male,Yes,NO,,Tokyo,wet,Sick,2024-01-05,61.54,D,91.0,61.35,Unknown,96.0,46.82,a,31.0,69.98,D,70.0,,a,32.0,33.72,B,18.0,21.82,a,58.0,68.93,B,27.0,44.69,b,0.0,59.91,a,98.0,40.58,Unknown,61.0,20.2,A
3569,Chloe,PERSIAN,1,8.35, WHITE,Unknown,Yes,,,Tokyo,wet,Healthy,Jan 5 2024,41.04,C,91.0,67.21,B,1.0,9.63,C,70.0,58.12,C,42.0,61.29,b,83.0,46.68, ,26.0,24.09,Unknown,9.0,49.89,a,23.0,68.57,D,31.0,39.23, ,70.0,40.9, ,73.0,35.91,B
3570,Kitty,Bengal,8,3.0,black ,M,no,NO,No,Paris,Wet,SICK,05/01/2024,-4.29,a,,76.57,C,84.0,43.87,a,28.0,67.27, ,56.0,60.81,A,86.0,62.73,b,88.0,53.9,A,7.0,34.14,B,50.0,66.67,a,25.0,69.54, ,56.0,33.37, ,48.0,16.04, 
3571,Chloe,,8,2.91,Orange,female,Y,No,Yes,,dry,,2024/01/05,28.87,b,50.0,25.65,A,63.0,58.91,Unknown,,34.88,A,6.0,38.49,a,18.0,85.17,b,69.0,82.06,b,87.0,71.76,a,43.0,77.84, ,0.0,60.33,A,,98.34,C,8.0,N/A,Unknown
3572,Luna,,7,5.9,Mixed,Female,N,YES,Unknown,Paris,Dry,,2024-01-05,66.44,B,17.0,error,b,29.0,error,b,88.0,46.46,B,3.0,86.58,D,4.0,20.23,a,46.0,9.57,Unknown,,30.17,D,61.0,18.92,Unknown,74.0,22.41, ,48.0,73.43,C,53.0,42.16,b
3573,Simba,ABYSSINIAN,5,0.88,Mixed,Female,no,Yes,Yes,London,Mixed,,2024-01-05,71.3,A,17.0,51.21,b,19.0,60.5,D,55.0,13.51,D,19.0,66.57,C,11.0,55.91,a,75.0,41.58,A,74.0,64.96,B,85.0,3.94,Unknown,98.0,24.41,B,79.0,15.65,D,63.0,73.98,D
3574,Lucy, Persian,-2,5.02,Mixed,M,N,Yes,No,TOKYO,Wet,SICK,2024-01-05,33.69,a,62.0,38.91,b,43.0,33.39,a,22.0,53.05,C,73.0,16.41,Unknown,0.0,31.09, ,43.0,61.94,b,89.0,49.5,b,69.0,74.11,A,39.0,62.58,C,23.0,51.76,D,12.0,43.15,b
3575,Kitty,Unknown,-2,5.1,black ,Female,Y,No,Yes,TOKYO,dry,,,57.13,a,51.0,40.77,A,19.0,38.02,B,,56.75,Unknown,73.0,49.03,Unknown,24.0,45.35,Unknown,7.0,45.24,D,,error,A,79.0,35.69,D,,23.13,a,98.0,50.75,C,,5.41,C
3576,Lucy,bengal,12,4.91,White,,yes,,Unknown,Toronto,dry,,2024/01/05,41.18,Unknown,58.0,24.69,C,68.0,24.53, ,48.0,34.37,D,64.0,43.14,C,6.0,41.31,C,,44.1,A,45.0,error,b,57.0,error,C,47.0,93.29,Unknown,14.0,42.55,Unknown,25.0,79.22,b
3577,Loki,BENGAL,0,2.55,Brown,Unknown,,NO,,New York,Mixed,,,42.53,A,21.0,77.85,C,54.0,56.3,a,78.0,51.02, ,67.0,59.35,a,24.0,29.6,b,,79.86,b,97.0,63.28, ,,13.88,a,47.0,72.4,B,,67.11,B,,57.29,C
3578,Shadow,Persian ,3,5.91, WHITE,F,N,No,Yes,,Wet,Sick,05/01/2024,19.27, ,94.0,45.03, ,45.0,66.19,D,,60.23,C,67.0,59.38,C,8.0,75.32,B,63.0,39.09,C,,67.13,D,,111.26,b,28.0,21.83, ,70.0,40.41, ,18.0,43.7,A
3579,Oliver,Siamese,1,4.63,Orange,female,No,YES,,TOKYO,wet,Healthy,2024/01/05,48.76,C,77.0,70.5, ,,10.63,D,17.0,68.56,D,94.0,34.71,Unknown,72.0,59.96,a,,26.77,Unknown,0.0,59.55,B,71.0,70.32,b,31.0,36.14,A,64.0,113.06,A,91.0,36.16,D
3580,Leo,siamese,1,3.4,black ,Unknown,N,NO,Yes,,Dry,Healthy,Jan 5 2024,18.66,b,,48.4, ,36.0,51.43,C,57.0,76.14,a,5.0,108.7,B,33.0,38.68,a,90.0,35.35,B,5.0,64.96,A,18.0,5.95,D,36.0,72.71,C,42.0,1.38, ,41.0,59.14,D
3581,Chloe,Ragdoll ,11,3.18,Brown,F,N,Yes,Yes,TOKYO,Wet,SICK,2024-01-05,58.2, ,62.0,66.05,B,,36.7,a,39.0,29.16,b,7.0,80.18,D,73.0,39.43,Unknown,31.0,53.6,a,77.0,36.53, ,21.0,70.55,b,19.0,57.28,A,47.0,66.54,b,28.0,78.64,C
3582,Kitty,Siamese ,16,3.73, WHITE,Male,Yes,YES,Unknown,Toronto,Wet,healthy,2024/01/05,49.09, ,70.0,48.58, ,1.0,48.28,B,32.0,68.57,A,,24.52,D,44.0,22.41,a,,N/A,b,40.0,66.72,b,66.0,68.6,C,63.0,32.11,Unknown,,45.14,a,45.0,83.04,b
3583,Kitty,BRITISH SHORTHAIR,15,4.78, WHITE,Unknown,Y,,Unknown,Toronto,dry,healthy,05/01/2024,65.61,C,75.0,41.51,A,64.0,44.09,D,94.0,26.78,A,55.0,32.7,C,75.0,41.23,D,20.0,43.01,D,95.0,96.33,D,49.0,65.67, ,20.0,23.5,Unknown,66.0,74.19,A,44.0,53.58,B
3584,Oliver,,0,4.2,Orange,Male,no,Yes,No,Tokyo,dry,,,48.81,A,9.0,55.83,a,58.0,71.5,B,39.0,2.24,D,1.0,71.43,Unknown,,59.29,A,35.0,53.1, ,91.0,63.4,B,24.0,74.93, ,38.0,49.47,B,66.0,61.34,C,,27.67,a
3585,Milo, Maine Coon,0,4.49, WHITE,Unknown,Yes,Yes,Unknown,,Mixed,Healthy,,25.04,C,76.0,46.21,Unknown,44.0,59.07, ,20.0,28.94,B,93.0,64.15,A,78.0,62.28,C,38.0,18.37,B,90.0,73.85,a,23.0,89.36,B,15.0,44.23,B,88.0,68.14,b,60.0,46.0,Unknown
3586,Chloe, Scottish Fold,17,3.86,,Male,no,,Unknown,Tokyo,,Healthy,Jan 5 2024,26.38,D,,55.37,D,,64.13,b,,24.57,a,12.0,72.65,A,43.0,22.22,D,20.0,69.66,D,7.0,8.99,b,9.0,73.9,B,47.0,37.64,C,,36.32,Unknown,47.0,78.97,Unknown
3587,Simba,Bengal ,16,2.34,White,Male,yes,,No,TOKYO,Wet,Healthy,,75.43,A,,error,C,,52.0,Unknown,5.0,64.62,a,34.0,34.81,b,71.0,25.98,C,38.0,56.94,C,0.0,error,B,45.0,44.16,D,,37.59,C,41.0,42.6,C,,41.23,b
3588,Nala,,2,4.24,Gray,Male,Yes,No,Yes,Berlin,wet,healthy,05/01/2024,49.63, ,36.0,68.99,D,25.0,71.01,D,85.0,62.13,a,93.0,59.36,Unknown,75.0,40.99,A,79.0,55.12,C,28.0,53.04,C,74.0,45.48,B,76.0,34.61, ,66.0,80.56,b,58.0,49.9,C
3589,Nala,Abyssinian ,9,2.5,,female,Y,,No,Paris,Wet,Sick,,55.31,C,53.0,unknown,b,,35.54,A,98.0,58.71,Unknown,63.0,82.67,a,64.0,96.08,a,62.0,89.28,a,,unknown,a,95.0,40.55, ,85.0,58.13,B,5.0,45.15,C,10.0,47.69,B
3590,Lucy,Unknown,19,6.75,Black,M,Y,No,No, london,Wet,Sick,,40.31,Unknown,23.0,89.59,Unknown,23.0,63.12,A,24.0,43.35,b,16.0,56.89,b,50.0,38.28,Unknown,45.0,76.76,B,47.0,59.78,A,91.0,64.44,C,38.0,66.09,B,93.0,unknown,C,57.0,22.75,C
3591,Oreo,,1,5.45,White,female,N,NO,, london,,healthy,05/01/2024,92.27, ,48.0,55.6,B,25.0,-0.39, ,43.0,71.32,A,47.0,43.58,Unknown,34.0,52.62, ,3.0,57.85, ,92.0,103.38,A,22.0,72.11,Unknown,,73.66,Unknown,11.0,48.78,C,31.0,71.06,Unknown
